report_period_start,report_period_end,date_type,time_unit,disease_name,reporting_jurisdiction,state,geo_unit,geo_name,age_group,disease_subtype,confirmation_status,outcome,count
2025-07-13,2025-07-19,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-07-13,2025-07-19,cccd,week,pertussis,WA,WA,state,WA,23-44 y,total,confirmed and probable,cases,1
2025-07-20,2025-07-26,cccd,week,pertussis,WA,WA,county,Clark County,total,total,confirmed and probable,cases,1
2025-07-20,2025-07-26,cccd,week,pertussis,WA,WA,county,Kitsap County,total,total,confirmed and probable,cases,1
2025-07-20,2025-07-26,cccd,week,pertussis,WA,WA,county,Lincoln County,total,total,confirmed and probable,cases,1
2025-07-20,2025-07-26,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-07-20,2025-07-26,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,1
2025-07-20,2025-07-26,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,1
2025-07-27,2025-08-02,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2025-07-27,2025-08-02,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,1
2025-08-03,2025-08-09,cccd,week,pertussis,WA,WA,county,Benton County,total,total,confirmed and probable,cases,1
2025-08-03,2025-08-09,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2025-08-03,2025-08-09,cccd,week,pertussis,WA,WA,county,Pierce County,total,total,confirmed and probable,cases,1
2025-08-03,2025-08-09,cccd,week,pertussis,WA,WA,county,Snohomish County,total,total,confirmed and probable,cases,1
2025-08-03,2025-08-09,cccd,week,pertussis,WA,WA,county,Whitman County,total,total,confirmed and probable,cases,1
2025-08-03,2025-08-09,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-08-03,2025-08-09,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,2
2025-08-03,2025-08-09,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,2
2025-08-10,2025-08-16,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,2
2025-08-10,2025-08-16,cccd,week,pertussis,WA,WA,county,Thurston County,total,total,confirmed and probable,cases,2
2025-08-10,2025-08-16,cccd,week,pertussis,WA,WA,county,Spokane County,total,total,confirmed and probable,cases,1
2025-08-10,2025-08-16,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,3
2025-08-10,2025-08-16,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,2
2025-08-17,2025-08-23,cccd,week,pertussis,WA,WA,county,Benton County,total,total,confirmed and probable,cases,1
2025-08-17,2025-08-23,cccd,week,pertussis,WA,WA,county,Chelan County,total,total,confirmed and probable,cases,1
2025-08-17,2025-08-23,cccd,week,pertussis,WA,WA,county,Clark County,total,total,confirmed and probable,cases,1
2025-08-17,2025-08-23,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,3
2025-08-17,2025-08-23,cccd,week,pertussis,WA,WA,county,Kittitas County,total,total,confirmed and probable,cases,1
2025-08-17,2025-08-23,cccd,week,pertussis,WA,WA,county,Snohomish County,total,total,confirmed and probable,cases,1
2025-08-17,2025-08-23,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,2
2025-08-17,2025-08-23,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,6
2025-08-24,2025-08-30,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2025-08-24,2025-08-30,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-08-31,2025-09-06,cccd,week,pertussis,WA,WA,county,Douglas County,total,total,confirmed and probable,cases,1
2025-08-31,2025-09-06,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,2
2025-08-31,2025-09-06,cccd,week,pertussis,WA,WA,county,Whatcom County,total,total,confirmed and probable,cases,1
2025-08-31,2025-09-06,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-08-31,2025-09-06,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,1
2025-08-31,2025-09-06,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,2
2025-09-07,2025-09-13,cccd,week,pertussis,WA,WA,county,Benton County,total,total,confirmed and probable,cases,1
2025-09-07,2025-09-13,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,4
2025-09-07,2025-09-13,cccd,week,pertussis,WA,WA,county,Whatcom County,total,total,confirmed and probable,cases,1
2025-09-07,2025-09-13,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,2
2025-09-07,2025-09-13,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,2
2025-09-07,2025-09-13,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,2
2025-09-14,2025-09-20,cccd,week,pertussis,WA,WA,county,Benton County,total,total,confirmed and probable,cases,1
2025-09-14,2025-09-20,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,3
2025-09-14,2025-09-20,cccd,week,pertussis,WA,WA,county,Snohomish County,total,total,confirmed and probable,cases,1
2025-09-14,2025-09-20,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-09-14,2025-09-20,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,2
2025-09-14,2025-09-20,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,2
2025-09-28,2025-10-04,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2025-09-28,2025-10-04,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-10-05,2025-10-11,cccd,week,pertussis,WA,WA,county,Clark County,total,total,confirmed and probable,cases,1
2025-10-05,2025-10-11,cccd,week,pertussis,WA,WA,county,Whatcom County,total,total,confirmed and probable,cases,1
2025-10-05,2025-10-11,cccd,week,pertussis,WA,WA,county,Whitman County,total,total,confirmed and probable,cases,1
2025-10-05,2025-10-11,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,2
2025-10-05,2025-10-11,cccd,week,pertussis,WA,WA,state,WA,23-44 y,total,confirmed and probable,cases,1
2025-10-19,2025-10-25,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,2
2025-10-19,2025-10-25,cccd,week,pertussis,WA,WA,county,Kittitas County,total,total,confirmed and probable,cases,1
2025-10-19,2025-10-25,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,2
2025-10-19,2025-10-25,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,1
2025-10-26,2025-11-01,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2025-10-26,2025-11-01,cccd,week,pertussis,WA,WA,county,Walla Walla County,total,total,confirmed and probable,cases,1
2025-10-26,2025-11-01,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-10-26,2025-11-01,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,1
2025-11-02,2025-11-08,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2025-11-02,2025-11-08,cccd,week,pertussis,WA,WA,county,Lewis County,total,total,confirmed and probable,cases,1
2025-11-02,2025-11-08,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,2
2025-11-23,2025-11-29,cccd,week,pertussis,WA,WA,county,Mason County,total,total,confirmed and probable,cases,1
2025-11-23,2025-11-29,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,1
2025-11-30,2025-12-06,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2025-11-30,2025-12-06,cccd,week,pertussis,WA,WA,county,Yakima County,total,total,confirmed and probable,cases,1
2025-11-30,2025-12-06,cccd,week,pertussis,WA,WA,state,WA,23-44 y,total,confirmed and probable,cases,1
2025-11-30,2025-12-06,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,1
2025-12-07,2025-12-13,cccd,week,pertussis,WA,WA,county,Kitsap County,total,total,confirmed and probable,cases,1
2025-12-07,2025-12-13,cccd,week,pertussis,WA,WA,county,Snohomish County,total,total,confirmed and probable,cases,1
2025-12-07,2025-12-13,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2025-12-07,2025-12-13,cccd,week,pertussis,WA,WA,state,WA,23-44 y,total,confirmed and probable,cases,1
2025-12-14,2025-12-20,cccd,week,pertussis,WA,WA,county,Adams County,total,total,confirmed and probable,cases,1
2025-12-14,2025-12-20,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,1
2025-12-21,2025-12-27,cccd,week,pertussis,WA,WA,county,Snohomish County,total,total,confirmed and probable,cases,1
2025-12-21,2025-12-27,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,1
2026-01-04,2026-01-10,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2026-01-04,2026-01-10,cccd,week,pertussis,WA,WA,county,Pierce County,total,total,confirmed and probable,cases,1
2026-01-04,2026-01-10,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2026-01-04,2026-01-10,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,1
2026-01-11,2026-01-17,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,2
2026-01-11,2026-01-17,cccd,week,pertussis,WA,WA,county,Kitsap County,total,total,confirmed and probable,cases,1
2026-01-11,2026-01-17,cccd,week,pertussis,WA,WA,county,Spokane County,total,total,confirmed and probable,cases,2
2026-01-11,2026-01-17,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,2
2026-01-11,2026-01-17,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,3
2026-01-18,2026-01-24,cccd,week,pertussis,WA,WA,county,King County,total,total,confirmed and probable,cases,1
2026-01-18,2026-01-24,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2026-01-25,2026-01-31,cccd,week,pertussis,WA,WA,county,Kitsap County,total,total,confirmed and probable,cases,1
2026-01-25,2026-01-31,cccd,week,pertussis,WA,WA,county,Pierce County,total,total,confirmed and probable,cases,1
2026-01-25,2026-01-31,cccd,week,pertussis,WA,WA,county,Snohomish County,total,total,confirmed and probable,cases,1
2026-01-25,2026-01-31,cccd,week,pertussis,WA,WA,state,WA,1-4 y,total,confirmed and probable,cases,1
2026-01-25,2026-01-31,cccd,week,pertussis,WA,WA,state,WA,19-22 y,total,confirmed and probable,cases,1
2026-01-25,2026-01-31,cccd,week,pertussis,WA,WA,state,WA,5-11 y,total,confirmed and probable,cases,1
